name,fabric_name,weave,width,weight_feel_suitability,content,design_name_color,shipping_weight,design_no,price_text,ragular_price,categories,short_description,long_description,images,tags,manage_stock,stock,status
Printed Chanderi Fabric-2358420,Printed Chanderi Fabric,Plain,44 Inches,"Lightweight & Sheer fabric/ Suitable for making dresses, saree, stoles, dupatta, blouses, skirts, lehenga, suits, kurti and more.",70% PES 30% PA,Red & White,0.15,2358420,390 per meter,390,polyester-fabrics>prints | prints>chanderi | latest-fabrics | spring-summer,"Commonly used for making or designing shirts, skirts, suits, sarees, ethnic wear, dresses, scarves, blouses, kurti etc.","Chanderi fabric, made from blend of polyamide and polyester. Chanderi fabric is a lightweight, silky and comfortable weave, it has a soft hand-feel and a sturdy, silken drape, along with a versatility that makes it suitable for an extended variety of garment uses. Commonly used for making dresses.","2358420-(4).jpg, 2358420-(2).jpg, 2358420-(3).jpg","printed chanderi fabrics, chanderi prints, digitals, digital prints, fabric for saree, fabric for suits, fabric for kurti, fabric for blouses, fabric for kurti, distorted stripes, red, 2358420",no ,in_stock,published 
Printed Cotton Slub-6821717,Printed Cotton Slub,Slub,42 Inches,"Light weight Fabric/ Suitable for making suits, dresses, tops, kurti, blouses, skirts, suits, cushion covers and more.",100% Cotton,Multicolour,0.15,6821717,580 per meter,580,cotton>prints-cotton | prints>cotton-prints | latest-fabrics | spring-summer,"Printed cotton slub suitable for making suits, blouses, dresses, skirts, tops, kurti, blouses, kids wear, bed coverings and more.","Printed cotton slub fabric is a cotton based slub weave fabric. A slubbed fabric is created with slight knots and knobbles, which can be seen as thicker, raised threads on the fabric surface. This fabric is used for making dresses.","6821717-(4).jpg, 6821717-(2).jpg, 6821717-(3).jpg","cottons, cotton fabrics, cotton prints, printed cotton, cotton slub prints, printed cotton slub, fabric for suits, fabric for dresses, fabric for skirts, fabric for kurti, florals prints, gardens prints, multicolour, 6821717",no,in_stock,published 
Printed Cotton Cambric-4257219,Printed Cotton Cambric,Plain,44 Inches,"Lightweight/ Soft Feel/ Used for making suits, kurta, dresses, skirts, tops, blouses, kaftan, palazzo etc.",100% Cotton,Peach and white,0.15,4257219,160 per meter,160,cotton>prints-cotton | prints>cotton-prints | latest-fabrics | spring-summer,"Printed cotton cambric is suitable for making dresses, skirts, tops, kurti, kaftan, palazzo, blouses, tunics, kids wear and more.","Printed cotton cambric is a plain weave cotton based fabric. One of the finest and most dense kinds of cloth, is a lightweight plain-weave cloth, known as batiste. It is used for making dresses and household items.","4257219-(5).jpg, 4257219-(2).jpg, 4257219-(3).jpg, 4257219-(4).jpg","cottons, cotton prints, printed cotton, cotton cambric fabrics, cotton fabrics, cotton cambric prints, printed cotton cambric, fabric for kurti, fabric for blouses, fabric for tops, fabric for suits, borders prints, peach, white, 4257219",no ,in_stock,published 
Printed Cotton Satin-2816017,Cotton Satin,Satin,56 Inches,"sLightweight & Soft Fabric/ Suitable for making suits, skirts, kurta, kurti, blouses, kids wear, cushions and more.",100% Cotton,Multicolour,0.2,2816017,260 per meter,260,cotton>prints-cotton | prints>cotton-prints | latest-fabrics | spring-summer,"Printed cotton satin fabric, suitable for making shirts, dresses, skirts, tops, kurtis, blouses, kids wear, cushion covers, curtains etc.","Printed Cotton Satin fabric is commonly formed on satin weave of 100% cotton fibres. It has satin finish printed fabric known for its, silky texture and for the smooth and shiny appearance. Commonly used for making apparels.","2816017-(4).jpg, 2816017-(2).jpg, 2816017-(3).jpg","cottons, cotton prints, printed cotton, cotton satin prints, printed cotton satin, fabric for dresses, fabric for tops, fabric for skirts, fabric for suits, fabric for kurti, fabric for blouses, florals prints, gardens prints, red, maroon, black, multioclour, 2816017",no,in_stock,published 
Printed Cotton Cambric-4464717,Printed Cotton Cambric,Plain,44 Inches,"Lightweight/ Soft Feel/ Used for making suits, kurta, dresses, skirts, tops, blouses, kaftan, palazzo etc.",100% Cotton,Maroon,0.15,4464717,160 per meter,160,cotton>prints-cotton | prints>cotton-prints | latest-fabrics | spring-summer,"Printed cotton cambric is suitable for making dresses, skirts, tops, kurti, kaftan, palazzo, blouses, tunics, kids wear and more.","Printed cotton cambric is a plain weave cotton based fabric. One of the finest and most dense kinds of cloth, is a lightweight plain-weave cloth, known as batiste. It is used for making dresses and household items.","4464717-(4).jpg, 4464717-(2).jpg, 4464717-(3).jpg","cottons, cotton prints, printed cotton, cotton cambric fabrics, cotton fabrics, cotton cambric prints, printed cotton cambric, fabric for kurti, fabric for blouses, fabric for tops, fabric for suits, maroon, 4464717",no ,in_stock,published 
Printed Wool Fabric-5128620,Printed Wool Fabric,Twill,38 Inches,"Lightweight & soft/ Suitable for making dresses, suits, kurti, nehru jackets, winter dresses, blouses, skirts, etc",100% Wool,Brown,0.2,5128620,1020 per meter,1020,silks-wools>wool-prints | latest-fabrics | trending-fabrics | autumn-winter,"Printed wool fabric, suitable for making dresses, suits, stoles, skirts, tops, kurtis, kids wear, woollen wear, woollen dresses etc.","Printed wool fabric is a twill weave fabric made of 100% Wool. Wool fabrics have excellent absorbency, moisture regain is high, they tend to be warmer than others. Wool have good elasticity and resiliency.","5128620-(4).jpg, 5128620-(2).jpg, 5128620-(3).jpg","woollen fabrics, printed woollen fabrics, printed woolen fabrics, woollen fabric prints, fabric for winterwear, fabric for winter suits, fabric for dresses, fabric for kurti, fabric for blouses, brown, 5128620",no,in_stock,published 
Printed Cotton Voile With Flocking-6814117,Cotton Voile With Flocking,Plain,42 Inches,"Lightweight/ Soft Feel/ Used for making suits, kurta, dresses, skirts, tops, blouses, quilts covers etc.",100%  Cotton,Multicolour,0.2,6814117,260 per meter,260,cotton>prints-cotton | prints>cotton-prints | latest-fabrics | spring-summer,"Printed cotton voile flocking fabric, suitable for making dresses, skirts, tops, kurti, blouses, soft furnishing, quilts covers and more.","Printed cotton voile woth flocking is a 100% Cotton fabric on plain weave. Cotton Voile is known for its light weight, the fabric is mostly used in soft furnishing designing dresses. Commly used for making or designing dresses.","6814117-(4).jpg, 6814117-(2).jpg, 6814117-(3).jpg","cottons, cotton voile prints, printed cotton voile, cotton prints, printed cotton, cotton fabrics, cotton voile flocking, flocking work, fabric for dresses, fabric for suits, fabric for quilts covers, multicolour, 6814117",no,in_stock,published 
Printed Cotton Poplin-281916,Printed Cotton Poplin,Plain,44 Inches,"Shirting weight Fabric/ Suitable for making shirts, dresses, tops, kurti, blouses and more.",100% Cotton,Cream,0.2,281916,580 per meter,580,cotton>prints-cotton | prints>cotton-prints | latest-fabrics | spring-summer,"Printed cotton poplin suitable for making shirts, dresses, skirts, tops, kurti, blouses, kids wear, bed coverings and more.","Printed cotton poplin fabric is a cotton based fabric formed on plain weave. Poplin, also called tabinet (or tabbinet), is a strong fabric in a plain weave. Being a plain under/over weave, if the weft and warp threads are of the same material and size, the effect is a plain woven surface with no ribbing.","281916-(4).jpg, 281916-(2).jpg, 281916-(3).jpg","cottons, cotton prints, printed cotton, coton poplin prints, printed cotton poplin, cotton fabrics, fabric for shirts, fabric for dresses, fabric for skirts, fabric for blouses, florals prints, bouquet prints, cream, multicolour, 281916",no,in_stock,published 
Printed Cotton Poplin-2ZE34-3,Printed Cotton Poplin,Plain,44 Inches,"Shirting weight Fabric/ Suitable for making shirts, dresses, tops, kurti, blouses and more.",100% Cotton,Pink,0.2,2ZE34,580 per meter,580,cotton>prints-cotton | prints>cotton-prints | latest-fabrics | spring-summer,"Printed cotton poplin suitable for making shirts, dresses, skirts, tops, kurti, blouses, kids wear, bed coverings and more.","Printed cotton poplin fabric is a cotton based fabric formed on plain weave. Poplin, also called tabinet (or tabbinet), is a strong fabric in a plain weave. Being a plain under/over weave, if the weft and warp threads are of the same material and size, the effect is a plain woven surface with no ribbing.","2ZE34-3-(4).jpg, 2ZE34-3-(2).jpg, 2ZE34-3-(3).jpg","cottons, cotton prints, printed cotton, coton poplin prints, printed cotton poplin, cotton fabrics, fabric for shirts, fabric for dresses, fabric for skirts, fabric for blouses, coversational prints, conversationals, pink, multicolour , 2ZE34-3",no,in_stock,published 
Printed Cotton Poplin-132917,Printed Cotton Poplin,Plain,44 Inches,"Shirting weight Fabric/ Suitable for making shirts, dresses, tops, kurti, blouses and more.",100% Cotton,Multicolour,0.2,132917,580 per meter,580,cotton>prints-cotton | prints>cotton-prints | latest-fabrics | spring-summer,"Printed cotton poplin suitable for making shirts, dresses, skirts, tops, kurti, blouses, kids wear, bed coverings and more.","Printed cotton poplin fabric is a cotton based fabric formed on plain weave. Poplin, also called tabinet (or tabbinet), is a strong fabric in a plain weave. Being a plain under/over weave, if the weft and warp threads are of the same material and size, the effect is a plain woven surface with no ribbing.","132917-(4).jpg, 132917-(2).jpg, 132917-(3).jpg","cottons, cotton prints, printed cotton, coton poplin prints, printed cotton poplin, cotton fabrics, fabric for shirts, fabric for dresses, fabric for skirts, fabric for blouses, coversational prints, conversationals, kids prints, light brown, beige, multicolour, 132917",no,in_stock,published 
Printed Cotton Poplin-282516,Printed Cotton Poplin,Plain,44 Inches,"Shirting weight Fabric/ Suitable for making shirts, dresses, tops, kurti, blouses and more.",100% Cotton,White,0.2,282516,580 per meter,580,cotton>prints-cotton | prints>cotton-prints | latest-fabrics | spring-summer,"Printed cotton poplin suitable for making shirts, dresses, skirts, tops, kurti, blouses, kids wear, bed coverings and more.","Printed cotton poplin fabric is a cotton based fabric formed on plain weave. Poplin, also called tabinet (or tabbinet), is a strong fabric in a plain weave. Being a plain under/over weave, if the weft and warp threads are of the same material and size, the effect is a plain woven surface with no ribbing.","282516-(4).jpg, 282516-(2).jpg, 282516-(3).jpg","cottons, cotton prints, printed cotton, coton poplin prints, printed cotton poplin, cotton fabrics, fabric for shirts, fabric for dresses, fabric for skirts, fabric for blouses, coversational prints, conversationals, hearts prints, 282516",no,in_stock,published 
Printed Cotton Cambric-6448717,Printed Cotton Cambric,Plain,44 Inches,"Lightweight/ Soft Feel/ Used for making suits, kurta, dresses, skirts, tops, blouses, kaftan, palazzo etc.",100% Cotton,Orange,0.15,6448717,160 per meter,160,cotton>prints-cotton | prints>cotton-prints | latest-fabrics | spring-summer,"Printed cotton cambric is suitable for making dresses, skirts, tops, kurti, kaftan, palazzo, blouses, tunics, kids wear and more.","Printed cotton cambric is a plain weave cotton based fabric. One of the finest and most dense kinds of cloth, is a lightweight plain-weave cloth, known as batiste. It is used for making dresses and household items.","6448717-(4).jpg, 6448717-(2).jpg, 6448717-(3).jpg","cottons, cotton prints, printed cotton, cotton cambric fabrics, cotton fabrics, cotton cambric prints, printed cotton cambric, fabric for kurti, fabric for blouses, fabric for tops, fabric for suits,teddy prints, kids prints, orange",no,in_stock,published 
Printed Cotton Poplin-283516,Printed Cotton Poplin,Plain,44 Inches,"Shirting weight Fabric/ Suitable for making shirts, dresses, tops, kurti, blouses and more.",100% Cotton,Light pink,0.2,283516,580 per meter,580,cotton>prints-cotton | prints>cotton-prints | latest-fabrics | spring-summer,"Printed cotton poplin suitable for making shirts, dresses, skirts, tops, kurti, blouses, kids wear, bed coverings and more.","Printed cotton poplin fabric is a cotton based fabric formed on plain weave. Poplin, also called tabinet (or tabbinet), is a strong fabric in a plain weave. Being a plain under/over weave, if the weft and warp threads are of the same material and size, the effect is a plain woven surface with no ribbing.","283516-(4).jpg, 283516-(2).jpg, 283516-(3).jpg","cottons, cotton prints, printed cotton, coton poplin prints, printed cotton poplin, cotton fabrics, fabric for shirts, fabric for dresses, fabric for skirts, fabric for blouses, coversational prints, conversationals, light pink, 283516",no,in_stock,published 
Printed Cotton Poplin-280416,Printed Cotton Poplin,Plain,44 Inches,"Shirting weight Fabric/ Suitable for making shirts, dresses, tops, kurti, blouses and more.",100% Cotton,Light Brown,0.2,280416,580 per meter,580,cotton>prints-cotton | prints>cotton-prints | latest-fabrics | spring-summer,"Printed cotton poplin suitable for making shirts, dresses, skirts, tops, kurti, blouses, kids wear, bed coverings and more.","Printed cotton poplin fabric is a cotton based fabric formed on plain weave. Poplin, also called tabinet (or tabbinet), is a strong fabric in a plain weave. Being a plain under/over weave, if the weft and warp threads are of the same material and size, the effect is a plain woven surface with no ribbing.","280416-(4).jpg, 280416-(2).jpg, 280416-(3).jpg","cottons, cotton prints, printed cotton, coton poplin prints, printed cotton poplin, cotton fabrics, fabric for shirts, fabric for dresses, fabric for skirts, fabric for blouses, coversational prints, conversationals, christmas prints, light brown, 280416",no,in_stock,published 
Printed Cotton Poplin-115165,Printed Cotton Poplin,Plain,44 Inches,"Shirting weight Fabric/ Suitable for making shirts, dresses, tops, kurti, blouses and more.",100% Cotton,Green,0.2,115165,580 per meter,580,cotton>prints-cotton | prints>cotton-prints | latest-fabrics | spring-summer,"Printed cotton poplin suitable for making shirts, dresses, skirts, tops, kurti, blouses, kids wear, bed coverings and more.","Printed cotton poplin fabric is a cotton based fabric formed on plain weave. Poplin, also called tabinet (or tabbinet), is a strong fabric in a plain weave. Being a plain under/over weave, if the weft and warp threads are of the same material and size, the effect is a plain woven surface with no ribbing.","115165-(4).jpg, 115165-(2).jpg, 115165-(3).jpg","cottons, cotton prints, printed cotton, coton poplin prints, printed cotton poplin, cotton fabrics, fabric for shirts, fabric for dresses, fabric for skirts, fabric for blouses, coversational prints, conversationals,teddy prints, kids prints, nursery prints, green, 115165",no,in_stock,published 
Printed Cotton Poplin-6140117,Printed Cotton Poplin,Plain,44 Inches,"Shirting weight Fabric/ Suitable for making shirts, dresses, tops, kurti, blouses and more.",100% Cotton,Multicolour,0.2,6140117,580 per meter,580,cotton>prints-cotton | prints>cotton-prints | latest-fabrics | spring-summer,"Printed cotton poplin suitable for making shirts, dresses, skirts, tops, kurti, blouses, kids wear, bed coverings and more.","Printed cotton poplin fabric is a cotton based fabric formed on plain weave. Poplin, also called tabinet (or tabbinet), is a strong fabric in a plain weave. Being a plain under/over weave, if the weft and warp threads are of the same material and size, the effect is a plain woven surface with no ribbing.","6140117-(4).jpg, 6140117-(2).jpg, 6140117-(3).jpg","cottons, cotton prints, printed cotton, coton poplin prints, printed cotton poplin, cotton fabrics, fabric for shirts, fabric for dresses, fabric for skirts, fabric for blouses, coversational prints, conversationals, patches prints, patched prints, multicolour, 6140117",no,in_stock,published 
Printed Cotton Poplin-283616,Printed Cotton Poplin,Plain,44 Inches,"Shirting weight Fabric/ Suitable for making shirts, dresses, tops, kurti, blouses and more.",100% Cotton,Light Blue,0.2,283616,580 per meter,580,cotton>prints-cotton | prints>cotton-prints | latest-fabrics | spring-summer,"Printed cotton poplin suitable for making shirts, dresses, skirts, tops, kurti, blouses, kids wear, bed coverings and more.","Printed cotton poplin fabric is a cotton based fabric formed on plain weave. Poplin, also called tabinet (or tabbinet), is a strong fabric in a plain weave. Being a plain under/over weave, if the weft and warp threads are of the same material and size, the effect is a plain woven surface with no ribbing.","283616-(4).jpg, 283616-(2).jpg, 283616-(3).jpg","cottons, cotton prints, printed cotton, coton poplin prints, printed cotton poplin, cotton fabrics, fabric for shirts, fabric for dresses, fabric for skirts, fabric for blouses, coversational prints, conversationals, patches prints, rabbit prints, animals prints, light blue, 283616",no,in_stock,published 
Printed Cotton Poplin-283716,Printed Cotton Poplin,Plain,44 Inches,"Shirting weight Fabric/ Suitable for making shirts, dresses, tops, kurti, blouses and more.",100% Cotton,Red,0.2,283716,580 per meter,580,cotton>prints-cotton | prints>cotton-prints | latest-fabrics | spring-summer,"Printed cotton poplin suitable for making shirts, dresses, skirts, tops, kurti, blouses, kids wear, bed coverings and more.","Printed cotton poplin fabric is a cotton based fabric formed on plain weave. Poplin, also called tabinet (or tabbinet), is a strong fabric in a plain weave. Being a plain under/over weave, if the weft and warp threads are of the same material and size, the effect is a plain woven surface with no ribbing.","283716-(4).jpg, 283716-(2).jpg, 283716-(3).jpg","cottons, cotton prints, printed cotton, coton poplin prints, printed cotton poplin, cotton fabrics, fabric for shirts, fabric for dresses, fabric for skirts, fabric for blouses, coversational prints, conversationals, rabbit prints, animals prints, red, 283719",no,in_stock,published 
Printed Cotton Poplin-115165-1,Printed Cotton Poplin,Plain,44 Inches,"Shirting weight Fabric/ Suitable for making shirts, dresses, tops, kurti, blouses and more.",100% Cotton,Orange,0.2,115165-1,580 per meter,580,cotton>prints-cotton | prints>cotton-prints | latest-fabrics | spring-summer,"Printed cotton poplin suitable for making shirts, dresses, skirts, tops, kurti, blouses, kids wear, bed coverings and more.","Printed cotton poplin fabric is a cotton based fabric formed on plain weave. Poplin, also called tabinet (or tabbinet), is a strong fabric in a plain weave. Being a plain under/over weave, if the weft and warp threads are of the same material and size, the effect is a plain woven surface with no ribbing.","115165-1-(4).jpg, 115165-1-(2).jpg, 115165-1-(3).jpg","cottons, cotton prints, printed cotton, coton poplin prints, printed cotton poplin, cotton fabrics, fabric for shirts, fabric for dresses, fabric for skirts, fabric for blouses, coversational prints, conversationals, teddy prints, kids prints, nursery prints, orange, 115165-1",no,in_stock,published 
Printed Cotton Poplin-282516,Printed Cotton Poplin,Plain,44 Inches,"Shirting weight Fabric/ Suitable for making shirts, dresses, tops, kurti, blouses and more.",100% Cotton,Dark Brown,0.2,282516,580 per meter,580,cotton>prints-cotton | prints>cotton-prints | latest-fabrics | spring-summer,"Printed cotton poplin suitable for making shirts, dresses, skirts, tops, kurti, blouses, kids wear, bed coverings and more.","Printed cotton poplin fabric is a cotton based fabric formed on plain weave. Poplin, also called tabinet (or tabbinet), is a strong fabric in a plain weave. Being a plain under/over weave, if the weft and warp threads are of the same material and size, the effect is a plain woven surface with no ribbing.","282516-(4).jpg, 282516-(2).jpg, 282516-(3).jpg","cottons, cotton prints, printed cotton, coton poplin prints, printed cotton poplin, cotton fabrics, fabric for shirts, fabric for dresses, fabric for skirts, fabric for blouses, coversational prints, conversationals, nursery prints, kids prints, brown, 282516",no,in_stock,published 
Printed Cotton Poplin-282416,Printed Cotton Poplin,Plain,44 Inches,"Shirting weight Fabric/ Suitable for making shirts, dresses, tops, kurti, blouses and more.",100% Cotton,Rust,0.2,282416,580 per meter,580,cotton>prints-cotton | prints>cotton-prints | latest-fabrics | spring-summer,"Printed cotton poplin suitable for making shirts, dresses, skirts, tops, kurti, blouses, kids wear, bed coverings and more.","Printed cotton poplin fabric is a cotton based fabric formed on plain weave. Poplin, also called tabinet (or tabbinet), is a strong fabric in a plain weave. Being a plain under/over weave, if the weft and warp threads are of the same material and size, the effect is a plain woven surface with no ribbing.","282416-(4).jpg, 282416-(2).jpg, 282416-(3).jpg","cottons, cotton prints, printed cotton, coton poplin prints, printed cotton poplin, cotton fabrics, fabric for shirts, fabric for dresses, fabric for skirts, fabric for blouses, coversational prints, conversationals, hearts prints, rust, 282416",no,in_stock,published 
Printed Cotton Poplin-285316,Printed Cotton Poplin,Plain,44 Inches,"Shirting weight Fabric/ Suitable for making shirts, dresses, tops, kurti, blouses and more.",100% Cotton,Red,0.2,285316,580 per meter,580,cotton>prints-cotton | prints>cotton-prints | latest-fabrics | spring-summer,"Printed cotton poplin suitable for making shirts, dresses, skirts, tops, kurti, blouses, kids wear, bed coverings and more.","Printed cotton poplin fabric is a cotton based fabric formed on plain weave. Poplin, also called tabinet (or tabbinet), is a strong fabric in a plain weave. Being a plain under/over weave, if the weft and warp threads are of the same material and size, the effect is a plain woven surface with no ribbing.","285316-(4).jpg, 285316-(2).jpg, 285316-(3).jpg","cottons, cotton prints, printed cotton, coton poplin prints, printed cotton poplin, cotton fabrics, fabric for shirts, fabric for dresses, fabric for skirts, fabric for blouses, coversational prints, conversationals, kids prints, nursery prints, red, 285316",no,in_stock,published 
Printed Cotton Poplin-6135217,Printed Cotton Poplin,Plain,44 Inches,"Shirting weight Fabric/ Suitable for making shirts, dresses, tops, kurti, blouses and more.",100% Cotton,Multicolour,0.2,6135217,580 per meter,580,cotton>prints-cotton | prints>cotton-prints | latest-fabrics | spring-summer,"Printed cotton poplin suitable for making shirts, dresses, skirts, tops, kurti, blouses, kids wear, bed coverings and more.","Printed cotton poplin fabric is a cotton based fabric formed on plain weave. Poplin, also called tabinet (or tabbinet), is a strong fabric in a plain weave. Being a plain under/over weave, if the weft and warp threads are of the same material and size, the effect is a plain woven surface with no ribbing.","6135217-(4).jpg, 6135217-(2).jpg, 6135217-(3).jpg","cottons, cotton prints, printed cotton, coton poplin prints, printed cotton poplin, cotton fabrics, fabric for shirts, fabric for dresses, fabric for skirts, fabric for blouses, coversational prints, conversationals, kids prints, nursery prints, multicolour, 6135217",no,in_stock,published 
Printed Cotton Poplin-07917,Printed Cotton Poplin,Plain,44 Inches,"Shirting weight Fabric/ Suitable for making shirts, dresses, tops, kurti, blouses and more.",100% Cotton,Bright Yellow,0.2,7917,580 per meter,580,cotton>prints-cotton | prints>cotton-prints | latest-fabrics | spring-summer,"Printed cotton poplin suitable for making shirts, dresses, skirts, tops, kurti, blouses, kids wear, bed coverings and more.","Printed cotton poplin fabric is a cotton based fabric formed on plain weave. Poplin, also called tabinet (or tabbinet), is a strong fabric in a plain weave. Being a plain under/over weave, if the weft and warp threads are of the same material and size, the effect is a plain woven surface with no ribbing.","07917-(4).jpg, 07917-(2).jpg, 07917-(3).jpg","cottons, cotton prints, printed cotton, coton poplin prints, printed cotton poplin, cotton fabrics, fabric for shirts, fabric for dresses, fabric for skirts, fabric for blouses, florals prints, traditional ethnics prints, bright yellow, 07917",no,in_stock,published 
Printed Cotton Poplin-2ZE34-4,Printed Cotton Poplin,Plain,44 Inches,"Shirting weight Fabric/ Suitable for making shirts, dresses, tops, kurti, blouses and more.",100% Cotton,Brown,0.2,2ZE34-4,580 per meter,580,cotton>prints-cotton | prints>cotton-prints | latest-fabrics | spring-summer,"Printed cotton poplin suitable for making shirts, dresses, skirts, tops, kurti, blouses, kids wear, bed coverings and more.","Printed cotton poplin fabric is a cotton based fabric formed on plain weave. Poplin, also called tabinet (or tabbinet), is a strong fabric in a plain weave. Being a plain under/over weave, if the weft and warp threads are of the same material and size, the effect is a plain woven surface with no ribbing.","2ZE34-4-(4).jpg, 2ZE34-4-(2).jpg, 2ZE34-4-(3).jpg","cottons, cotton prints, printed cotton, coton poplin prints, printed cotton poplin, cotton fabrics, fabric for shirts, fabric for dresses, fabric for skirts, fabric for blouses, kids prints, nursery prints, conversationals, conversational prints, brown, 2ZE34-4",no,in_stock,published 
Printed Cotton Poplin-6135417,Printed Cotton Poplin,Plain,44 Inches,"Shirting weight Fabric/ Suitable for making shirts, dresses, tops, kurti, blouses and more.",100% Cotton,Multicolour,0.2,6135417,580 per meter,580,cotton>prints-cotton | prints>cotton-prints | latest-fabrics | spring-summer,"Printed cotton poplin suitable for making shirts, dresses, skirts, tops, kurti, blouses, kids wear, bed coverings and more.","Printed cotton poplin fabric is a cotton based fabric formed on plain weave. Poplin, also called tabinet (or tabbinet), is a strong fabric in a plain weave. Being a plain under/over weave, if the weft and warp threads are of the same material and size, the effect is a plain woven surface with no ribbing.","6135417-(4).jpg, 6135417-(2).jpg, 6135417-(3).jpg","cottons, cotton prints, printed cotton, coton poplin prints, printed cotton poplin, cotton fabrics, fabric for shirts, fabric for dresses, fabric for skirts, fabric for blouses, paisleys prints, ambi prints, multicolour, 6135417",no,in_stock,published 
Printed Cotton Poplin-280516,Printed Cotton Poplin,Plain,44 Inches,"Shirting weight Fabric/ Suitable for making shirts, dresses, tops, kurti, blouses and more.",100% Cotton,Dark Brown,0.2,280516,580 per meter,580,cotton>prints-cotton | prints>cotton-prints | latest-fabrics | spring-summer,"Printed cotton poplin suitable for making shirts, dresses, skirts, tops, kurti, blouses, kids wear, bed coverings and more.","Printed cotton poplin fabric is a cotton based fabric formed on plain weave. Poplin, also called tabinet (or tabbinet), is a strong fabric in a plain weave. Being a plain under/over weave, if the weft and warp threads are of the same material and size, the effect is a plain woven surface with no ribbing.","280516-(4).jpg, 280516-(2).jpg, 280516-(3).jpg","cottons, cotton prints, printed cotton, coton poplin prints, printed cotton poplin, cotton fabrics, fabric for shirts, fabric for dresses, fabric for skirts, fabric for blouses, kids prints, nursery prints, conversationals, conversational prints, brown, dark brown, 280516",no,in_stock,published 
Printed Georgette Fabric-2353020,Printed Georgette,Plain,44 Inches,"Lightweight & semi sheer/ suitable for making sarees, suits, kurti, dupatta, stoles, kaftan, tops and more.",100% Polyester,Multicolour,0.15,2353020,400 per meter,400,polyester-fabrics>prints | prints>digitals | latest-fabrics | spring-summer,"Printed georgette fabric is suitable for making saree, suits, dresses, flowy gowns, kaftan, tops, skirts, stoles, palazzo and more.","Printed georgette fabric is a polyester based sheer fabric on plain weave. Georgette is known for its lightweight, sheer and wrinkle foree quality. Georgette cloth is woven in highly twisted yarns, which makes it slightly rough to the touch. Suitable for making dresses.","2353020-(4).jpg, 2353020-(2).jpg, 2353020-(3).jpg","polyesters, polyester georgette, polyester fabrics, poly georgette, printed georgette, georgette prints, fabric for saree, fabric for suits, fabric for dresses, fabric for gowns, fabric for tops, fabric for kurti, fabric for dupatta, florals prints, gardens prints, multicolour, light purple, 2353020",no,in_stock,published 
Printed Georgette Fabric-2353020-2,Printed Georgette,Plain,44 Inches,"Lightweight & semi sheer/ suitable for making sarees, suits, kurti, dupatta, stoles, kaftan, tops and more.",100% Polyester,Multicolour,0.15,2353020-2,400 per meter,400,polyester-fabrics>prints | prints>digitals | latest-fabrics | spring-summer,"Printed georgette fabric is suitable for making saree, suits, dresses, flowy gowns, kaftan, tops, skirts, stoles, palazzo and more.","Printed georgette fabric is a polyester based sheer fabric on plain weave. Georgette is known for its lightweight, sheer and wrinkle foree quality. Georgette cloth is woven in highly twisted yarns, which makes it slightly rough to the touch. Suitable for making dresses.","2353020-2-(4).jpg, 2353020-2-(2).jpg, 2353020-2-(3).jpg","polyesters, polyester georgette, polyester fabrics, poly georgette, printed georgette, georgette prints, fabric for saree, fabric for suits, fabric for dresses, fabric for gowns, fabric for tops, fabric for kurti, fabric for dupatta, florals prints, gardens prints, multicolour, 2353020-2",no,in_stock,published 
Printed Georgette Fabric-2353020-1,Printed Georgette,Plain,44 Inches,"Lightweight & semi sheer/ suitable for making sarees, suits, kurti, dupatta, stoles, kaftan, tops and more.",100% Polyester,Multicolour,0.15,2353020-1,400 per meter,400,polyester-fabrics>prints | prints>digitals | latest-fabrics | spring-summer,"Printed georgette fabric is suitable for making saree, suits, dresses, flowy gowns, kaftan, tops, skirts, stoles, palazzo and more.","Printed georgette fabric is a polyester based sheer fabric on plain weave. Georgette is known for its lightweight, sheer and wrinkle foree quality. Georgette cloth is woven in highly twisted yarns, which makes it slightly rough to the touch. Suitable for making dresses.","2353020-1-(4).jpg, 2353020-1-(2).jpg, 2353020-1-(3).jpg","polyesters, polyester georgette, polyester fabrics, poly georgette, printed georgette, georgette prints, fabric for saree, fabric for suits, fabric for dresses, fabric for gowns, fabric for tops, fabric for kurti, fabric for dupatta, florals prints, gardens prints, multicolour, 2353020-1",no,in_stock,published 
Printed Georgette Fabric-2353020-3,Printed Georgette,Plain,44 Inches,"Lightweight & semi sheer/ suitable for making sarees, suits, kurti, dupatta, stoles, kaftan, tops and more.",100% Polyester,Multicolour,0.15,2353020-3,400 per meter,400,polyester-fabrics>prints | prints>digitals | latest-fabrics | spring-summer,"Printed georgette fabric is suitable for making saree, suits, dresses, flowy gowns, kaftan, tops, skirts, stoles, palazzo and more.","Printed georgette fabric is a polyester based sheer fabric on plain weave. Georgette is known for its lightweight, sheer and wrinkle foree quality. Georgette cloth is woven in highly twisted yarns, which makes it slightly rough to the touch. Suitable for making dresses.","2353020-3-(4).jpg, 2353020-3-(2).jpg, 2353020-3-(3).jpg","polyesters, polyester georgette, polyester fabrics, poly georgette, printed georgette, georgette prints, fabric for saree, fabric for suits, fabric for dresses, fabric for gowns, fabric for tops, fabric for kurti, fabric for dupatta, florals prints, gardens prints, multicolour, 2353020-3",no,in_stock,published 
